school_name,school_code,region,district,level,ownership
Mbalaji,,Morogoro,Ifakara Tc,Primary,
Mbasa,,Morogoro,Ifakara Tc,Primary,
Mgudeni,,Morogoro,Ifakara Tc,Primary,
Mhelule,,Morogoro,Ifakara Tc,Primary,
Mhola,,Morogoro,Ifakara Tc,Primary,
Michenga,,Morogoro,Ifakara Tc,Primary,
Miembeni,,Morogoro,Ifakara Tc,Primary,
Mikoleko,,Morogoro,Ifakara Tc,Primary,
Milola,,Morogoro,Ifakara Tc,Primary,
Misufini,,Morogoro,Ifakara Tc,Primary,
Miwangani,,Morogoro,Ifakara Tc,Primary,
Mkamba,,Morogoro,Ifakara Tc,Primary,
Mkasu,,Morogoro,Ifakara Tc,Primary,
Mkula,,Morogoro,Ifakara Tc,Primary,
Mlabani,,Morogoro,Ifakara Tc,Primary,
Mlimani,,Morogoro,Ifakara Tc,Primary,
Msalise,,Morogoro,Ifakara Tc,Primary,
Msolwa Station,,Morogoro,Ifakara Tc,Primary,
Msolwa Ujamaa,,Morogoro,Ifakara Tc,Primary,
Mtoni,,Morogoro,Ifakara Tc,Primary,
Mtukula,,Morogoro,Ifakara Tc,Primary,
Muungano,,Morogoro,Ifakara Tc,Primary,
Mwaya,,Morogoro,Ifakara Tc,Primary,
Mwenge,,Morogoro,Ifakara Tc,Primary,
Nanenane,,Morogoro,Ifakara Tc,Primary,
Nyandeo,,Morogoro,Ifakara Tc,Primary,
Nyange,,Morogoro,Ifakara Tc,Primary,
Sabasaba,,Morogoro,Ifakara Tc,Primary,
Sagamaganga,,Morogoro,Ifakara Tc,Primary,
Sanje,,Morogoro,Ifakara Tc,Primary,
Signali,,Morogoro,Ifakara Tc,Primary,
Site,,Morogoro,Ifakara Tc,Primary,
Sonjo,,Morogoro,Ifakara Tc,Primary,
Sululu,,Morogoro,Ifakara Tc,Primary,
Tumaini,,Morogoro,Ifakara Tc,Primary,
Udzungwa,,Morogoro,Ifakara Tc,Primary,
Uhuru,,Morogoro,Ifakara Tc,Primary,
Ukombozi,,Morogoro,Ifakara Tc,Primary,
Amani,,Morogoro,Kilombero Dc,Primary,
Chihenga,,Morogoro,Kilombero Dc,Primary,
Chinganda,,Morogoro,Kilombero Dc,Primary,
Chisano,,Morogoro,Kilombero Dc,Primary,
Chita,,Morogoro,Kilombero Dc,Primary,
Chita Jkt,,Morogoro,Kilombero Dc,Primary,
Chiwachiwa,,Morogoro,Kilombero Dc,Primary,
Ibaku,,Morogoro,Kilombero Dc,Primary,
Idandu,,Morogoro,Kilombero Dc,Primary,
Idete,,Morogoro,Kilombero Dc,Primary,
Idete Crossing,,Morogoro,Kilombero Dc,Primary,
Idete Magereza,,Morogoro,Kilombero Dc,Primary,
Idete Miwangani,,Morogoro,Kilombero Dc,Primary,
Iduindembo,,Morogoro,Kilombero Dc,Primary,
Igoli,,Morogoro,Kilombero Dc,Primary,
Ihenga,,Morogoro,Kilombero Dc,Primary,
Ijia,,Morogoro,Kilombero Dc,Primary,
Ikule,,Morogoro,Kilombero Dc,Primary,
Ikwambi,,Morogoro,Kilombero Dc,Primary,
Ilole,,Morogoro,Kilombero Dc,Primary,
Ilungusha,,Morogoro,Kilombero Dc,Primary,
Ipapa,,Morogoro,Kilombero Dc,Primary,
Ipinde,,Morogoro,Kilombero Dc,Primary,
Ipopoo,,Morogoro,Kilombero Dc,Primary,
Itongowa,,Morogoro,Kilombero Dc,Primary,
Jaribu,,Morogoro,Kilombero Dc,Primary,
Jitegemee,,Morogoro,Kilombero Dc,Primary,
Kaduduma,,Morogoro,Kilombero Dc,Primary,
Kalenga,,Morogoro,Kilombero Dc,Primary,
Kalengakelu,,Morogoro,Kilombero Dc,Primary,
Kamwene,,Morogoro,Kilombero Dc,Primary,
Kibasila,,Morogoro,Kilombero Dc,Primary,
Kidete,,Morogoro,Kilombero Dc,Primary,
Kifinya,,Morogoro,Kilombero Dc,Primary,
Kihansi,,Morogoro,Kilombero Dc,Primary,
Kihata,,Morogoro,Kilombero Dc,Primary,
Kingulungulu,,Morogoro,Kilombero Dc,Primary,
Kisawasawa,,Morogoro,Kilombero Dc,Primary,
Kisiwani,,Morogoro,Kilombero Dc,Primary,
Kitete,,Morogoro,Kilombero Dc,Primary,
Londo,,Morogoro,Kilombero Dc,Primary,
Lufulu,,Morogoro,Kilombero Dc,Primary,
Lugala,,Morogoro,Kilombero Dc,Primary,
Lukongolo,,Morogoro,Kilombero Dc,Primary,
Luvambo,,Morogoro,Kilombero Dc,Primary,
Luvikila,,Morogoro,Kilombero Dc,Primary,
Lwamate,,Morogoro,Kilombero Dc,Primary,
Lwipa,,Morogoro,Kilombero Dc,Primary,
Lyasenga,,Morogoro,Kilombero Dc,Primary,
Makirika,,Morogoro,Kilombero Dc,Primary,
Makutano,,Morogoro,Kilombero Dc,Primary,
Matalawani,,Morogoro,Kilombero Dc,Primary,
Matangini,,Morogoro,Kilombero Dc,Primary,
Matema,,Morogoro,Kilombero Dc,Primary,
Matete,,Morogoro,Kilombero Dc,Primary,
Mbingu,,Morogoro,Kilombero Dc,Primary,
Mchombe,,Morogoro,Kilombero Dc,Primary,
Merera,,Morogoro,Kilombero Dc,Primary,
Mikochini,,Morogoro,Kilombero Dc,Primary,
Mikoroshini,,Morogoro,Kilombero Dc,Primary,
Miyomboni,,Morogoro,Kilombero Dc,Primary,
Mkangawalo,,Morogoro,Kilombero Dc,Primary,
Mkondoa,,Morogoro,Kilombero Dc,Primary,
Mkusi,,Morogoro,Kilombero Dc,Primary,
Mkuyuni,,Morogoro,Kilombero Dc,Primary,
Mlimba,,Morogoro,Kilombero Dc,Primary,
Mngeta,,Morogoro,Kilombero Dc,Primary,
Mofu,,Morogoro,Kilombero Dc,Primary,
Mpande,,Morogoro,Kilombero Dc,Primary,
Mpanga,,Morogoro,Kilombero Dc,Primary,
Mpofu,,Morogoro,Kilombero Dc,Primary,
Msita,,Morogoro,Kilombero Dc,Primary,
Msondo,,Morogoro,Kilombero Dc,Primary,
Mtyangimbole,,Morogoro,Kilombero Dc,Primary,
Mwaliga,,Morogoro,Kilombero Dc,Primary,
Mwangaza,,Morogoro,Kilombero Dc,Primary,
Mwembeni,,Morogoro,Kilombero Dc,Primary,
Nakaguru,,Morogoro,Kilombero Dc,Primary,
Namwawala,,Morogoro,Kilombero Dc,Primary,
Narubungo,,Morogoro,Kilombero Dc,Primary,
Ngai,,Morogoro,Kilombero Dc,Primary,
Ngajengwa,,Morogoro,Kilombero Dc,Primary,
Ngalimila,,Morogoro,Kilombero Dc,Primary,
Nganyangila,,Morogoro,Kilombero Dc,Primary,
Ngavalya,,Morogoro,Kilombero Dc,Primary,
Ngolo,,Morogoro,Kilombero Dc,Primary,
Ngwasi,,Morogoro,Kilombero Dc,Primary,
Njage,,Morogoro,Kilombero Dc,Primary,
Tanganyika,,Morogoro,Kilombero Dc,Primary,
Taweta,,Morogoro,Kilombero Dc,Primary,
Towa,,Morogoro,Kilombero Dc,Primary,
Udagaji,,Morogoro,Kilombero Dc,Primary,
Ugga,,Morogoro,Kilombero Dc,Primary,
Upendo,,Morogoro,Kilombero Dc,Primary,
Utatala,,Morogoro,Kilombero Dc,Primary,
Utengule,,Morogoro,Kilombero Dc,Primary,
Vigaeni,,Morogoro,Kilombero Dc,Primary,
Viwanja Sitini,,Morogoro,Kilombero Dc,Primary,
Berega,,Morogoro,Kilosa Dc,Primary,
Chabi,,Morogoro,Kilosa Dc,Primary,
Chabima,,Morogoro,Kilosa Dc,Primary,
Changarawe,,Morogoro,Kilosa Dc,Primary,
Chanzuru,,Morogoro,Kilosa Dc,Primary,
Chaumbele,,Morogoro,Kilosa Dc,Primary,
Chimale,,Morogoro,Kilosa Dc,Primary,
Chonwe,,Morogoro,Kilosa Dc,Primary,
Dakawa Centre,,Morogoro,Kilosa Dc,Primary,
Dinima,,Morogoro,Kilosa Dc,Primary,
Dodoma,,Morogoro,Kilosa Dc,Primary,
Dumbalume,,Morogoro,Kilosa Dc,Primary,
Dumila,,Morogoro,Kilosa Dc,Primary,
Dumila Juu,,Morogoro,Kilosa Dc,Primary,
Gezaulole,,Morogoro,Kilosa Dc,Primary,
Gongoni,,Morogoro,Kilosa Dc,Primary,
Gongwe,,Morogoro,Kilosa Dc,Primary,
Ibanda,,Morogoro,Kilosa Dc,Primary,
Ibindo,,Morogoro,Kilosa Dc,Primary,
Ibingu,,Morogoro,Kilosa Dc,Primary,
Idete,,Morogoro,Kilosa Dc,Primary,
Ifunde,,Morogoro,Kilosa Dc,Primary,
Ihombwe,,Morogoro,Kilosa Dc,Primary,
Ilonga Mazoezi,,Morogoro,Kilosa Dc,Primary,
Inyunywe,,Morogoro,Kilosa Dc,Primary,
Itembe,,Morogoro,Kilosa Dc,Primary,
Iwemba,,Morogoro,Kilosa Dc,Primary,
Jangwani,,Morogoro,Kilosa Dc,Primary,
Kambarage,,Morogoro,Kilosa Dc,Primary,
Kibaoni,,Morogoro,Kilosa Dc,Primary,
Kibasigwa,,Morogoro,Kilosa Dc,Primary,
Kichangani,,Morogoro,Kilosa Dc,Primary,
Kidete Station,,Morogoro,Kilosa Dc,Primary,
Kidogobasi,,Morogoro,Kilosa Dc,Primary,
Kiduhi,,Morogoro,Kilosa Dc,Primary,
Kiegea,,Morogoro,Kilosa Dc,Primary,
Kife,,Morogoro,Kilosa Dc,Primary,
Kigunga,,Morogoro,Kilosa Dc,Primary,
Kihelezo,,Morogoro,Kilosa Dc,Primary,
Kikoboga,,Morogoro,Kilosa Dc,Primary,
Kikonga,,Morogoro,Kilosa Dc,Primary,
Kilangali,,Morogoro,Kilosa Dc,Primary,
Kilosa Town,,Morogoro,Kilosa Dc,Primary,
Kimamba,,Morogoro,Kilosa Dc,Primary,
Kisale,,Morogoro,Kilosa Dc,Primary,
Kisanga,,Morogoro,Kilosa Dc,Primary,
Kisongwe,,Morogoro,Kilosa Dc,Primary,
Kitange I,,Morogoro,Kilosa Dc,Primary,
Kitange Ii,,Morogoro,Kilosa Dc,Primary,
Kitati,,Morogoro,Kilosa Dc,Primary,
Kitete,,Morogoro,Kilosa Dc,Primary,
Kitete Msindazi,,Morogoro,Kilosa Dc,Primary,
Kitunduweta,,Morogoro,Kilosa Dc,Primary,
Kivungu,,Morogoro,Kilosa Dc,Primary,
Kondoa,,Morogoro,Kilosa Dc,Primary,
Kwalukwambe,,Morogoro,Kilosa Dc,Primary,
Kwambe,,Morogoro,Kilosa Dc,Primary,
Lamulilo,,Morogoro,Kilosa Dc,Primary,
Luhoza,,Morogoro,Kilosa Dc,Primary,
Lumango,,Morogoro,Kilosa Dc,Primary,
Lumbiji,,Morogoro,Kilosa Dc,Primary,
Lumuma,,Morogoro,Kilosa Dc,Primary,
Luwemba,,Morogoro,Kilosa Dc,Primary,
Lyahira,,Morogoro,Kilosa Dc,Primary,
Mabana,,Morogoro,Kilosa Dc,Primary,
Mabula,,Morogoro,Kilosa Dc,Primary,
Mabwegere,,Morogoro,Kilosa Dc,Primary,
Mabwerebwere,,Morogoro,Kilosa Dc,Primary,
Machatu,,Morogoro,Kilosa Dc,Primary,
Madaraka,,Morogoro,Kilosa Dc,Primary,
Madizini,,Morogoro,Kilosa Dc,Primary,
Madoto,,Morogoro,Kilosa Dc,Primary,
Madudu,,Morogoro,Kilosa Dc,Primary,
Madudumizi,,Morogoro,Kilosa Dc,Primary,
Magera,,Morogoro,Kilosa Dc,Primary,
Magole,,Morogoro,Kilosa Dc,Primary,
Magomeni,,Morogoro,Kilosa Dc,Primary,
Magubuke,,Morogoro,Kilosa Dc,Primary,
Maguha,,Morogoro,Kilosa Dc,Primary,
Magulu,,Morogoro,Kilosa Dc,Primary,
Mahemu,,Morogoro,Kilosa Dc,Primary,
Makwambe,,Morogoro,Kilosa Dc,Primary,
Malangali,,Morogoro,Kilosa Dc,Primary,
Malolo,,Morogoro,Kilosa Dc,Primary,
Malui,,Morogoro,Kilosa Dc,Primary,
Mambegwa,,Morogoro,Kilosa Dc,Primary,
Mamboya,,Morogoro,Kilosa Dc,Primary,
Mamoyo,,Morogoro,Kilosa Dc,Primary,
Mandera,,Morogoro,Kilosa Dc,Primary,
Manyara,,Morogoro,Kilosa Dc,Primary,
Manzese,,Morogoro,Kilosa Dc,Primary,
Mapinduzi,,Morogoro,Kilosa Dc,Primary,
Masungo,,Morogoro,Kilosa Dc,Primary,
Matongolo,,Morogoro,Kilosa Dc,Primary,
Mazinyungu,,Morogoro,Kilosa Dc,Primary,
Mbamba,,Morogoro,Kilosa Dc,Primary,
Mbigiri,,Morogoro,Kilosa Dc,Primary,
Mbili,,Morogoro,Kilosa Dc,Primary,
Mbwade,,Morogoro,Kilosa Dc,Primary,
Mfulu,,Morogoro,Kilosa Dc,Primary,
Mfuluni,,Morogoro,Kilosa Dc,Primary,
Mgogozi,,Morogoro,Kilosa Dc,Primary,
Mgugu,,Morogoro,Kilosa Dc,Primary,
Mhenda,,Morogoro,Kilosa Dc,Primary,
Mhovu,,Morogoro,Kilosa Dc,Primary,
Mhowe,,Morogoro,Kilosa Dc,Primary,
Miembeni,,Morogoro,Kilosa Dc,Primary,
Migungani,,Morogoro,Kilosa Dc,Primary,
Mikumi,,Morogoro,Kilosa Dc,Primary,
Mikumi Mpya,,Morogoro,Kilosa Dc,Primary,
Mikumi Town,,Morogoro,Kilosa Dc,Primary,
Misufini,,Morogoro,Kilosa Dc,Primary,
Mkadage,,Morogoro,Kilosa Dc,Primary,
Mkobwe,,Morogoro,Kilosa Dc,Primary,
Mkondoa,,Morogoro,Kilosa Dc,Primary,
Mkundi,,Morogoro,Kilosa Dc,Primary,
Mkunghulu,,Morogoro,Kilosa Dc,Primary,
Mkwatani,,Morogoro,Kilosa Dc,Primary,
Mlingoti,,Morogoro,Kilosa Dc,Primary,
Mlunga,,Morogoro,Kilosa Dc,Primary,
Mnozi,,Morogoro,Kilosa Dc,Primary,
Msimba,,Morogoro,Kilosa Dc,Primary,
Msimba Mikumi,,Morogoro,Kilosa Dc,Primary,
Msolwa,,Morogoro,Kilosa Dc,Primary,
Msowero,,Morogoro,Kilosa Dc,Primary,
Msowero Kidodi,,Morogoro,Kilosa Dc,Primary,
Msowero Lumuma,,Morogoro,Kilosa Dc,Primary,
Msowero Msolwa,,Morogoro,Kilosa Dc,Primary,
Mtumbatu,,Morogoro,Kilosa Dc,Primary,
Munisagara,,Morogoro,Kilosa Dc,Primary,
Muungano,,Morogoro,Kilosa Dc,Primary,
Mvumi,,Morogoro,Kilosa Dc,Primary,
Mwandi,,Morogoro,Kilosa Dc,Primary,
Mwasa,,Morogoro,Kilosa Dc,Primary,
Mwenge,,Morogoro,Kilosa Dc,Primary,
Mwisini,,Morogoro,Kilosa Dc,Primary,
Myombo,,Morogoro,Kilosa Dc,Primary,
Mzaganza,,Morogoro,Kilosa Dc,Primary,
Ngoisani,,Morogoro,Kilosa Dc,Primary,
Ngole,,Morogoro,Kilosa Dc,Primary,
Nhembo,,Morogoro,Kilosa Dc,Primary,
Nyali,,Morogoro,Kilosa Dc,Primary,
Nyameni,,Morogoro,Kilosa Dc,Primary,
Nyangala,,Morogoro,Kilosa Dc,Primary,
Nyangala Bondeni,,Morogoro,Kilosa Dc,Primary,
Nyaranda,,Morogoro,Kilosa Dc,Primary,
Parakuyo,,Morogoro,Kilosa Dc,Primary,
Peapea,,Morogoro,Kilosa Dc,Primary,
Ruaha A,,Morogoro,Kilosa Dc,Primary,
Ruaha B,,Morogoro,Kilosa Dc,Primary,
Ruaha Darajani,,Morogoro,Kilosa Dc,Primary,
Rudewa,,Morogoro,Kilosa Dc,Primary,
Rudewa Mbuyuni,,Morogoro,Kilosa Dc,Primary,
Ruhembe,,Morogoro,Kilosa Dc,Primary,
Tame,,Morogoro,Kilosa Dc,Primary,
Tindiga,,Morogoro,Kilosa Dc,Primary,
Tundu,,Morogoro,Kilosa Dc,Primary,
Twatwatwa,,Morogoro,Kilosa Dc,Primary,
Udhunghu,,Morogoro,Kilosa Dc,Primary,
Ujirani,,Morogoro,Kilosa Dc,Primary,
Ulaya,,Morogoro,Kilosa Dc,Primary,
Ulaya Mbuyuni,,Morogoro,Kilosa Dc,Primary,
Ulelingombe,,Morogoro,Kilosa Dc,Primary,
Unone,,Morogoro,Kilosa Dc,Primary,
Uponela,,Morogoro,Kilosa Dc,Primary,
Usagara,,Morogoro,Kilosa Dc,Primary,
Ustawi,,Morogoro,Kilosa Dc,Primary,
Vidunda,,Morogoro,Kilosa Dc,Primary,
Zombo,,Morogoro,Kilosa Dc,Primary,
Biro,,Morogoro,Malinyi Dc,Primary,
Igawa,,Morogoro,Malinyi Dc,Primary,
Ihowanja,,Morogoro,Malinyi Dc,Primary,
Ipera,,Morogoro,Malinyi Dc,Primary,
Ipera Asilia,,Morogoro,Malinyi Dc,Primary,
Itete,,Morogoro,Malinyi Dc,Primary,
Itumbika,,Morogoro,Malinyi Dc,Primary,
Kilolelo,,Morogoro,Malinyi Dc,Primary,
Kipenyo,,Morogoro,Malinyi Dc,Primary,
Kipingo,,Morogoro,Malinyi Dc,Primary,
Kiswago,,Morogoro,Malinyi Dc,Primary,
Kitiliwele,,Morogoro,Malinyi Dc,Primary,
Kiwale,,Morogoro,Malinyi Dc,Primary,
Lugala,,Morogoro,Malinyi Dc,Primary,
Lumbanga,,Morogoro,Malinyi Dc,Primary,
Lupunga,,Morogoro,Malinyi Dc,Primary,
Luvili,,Morogoro,Malinyi Dc,Primary,
Mabanda,,Morogoro,Malinyi Dc,Primary,
Madabadaba,,Morogoro,Malinyi Dc,Primary,
Madibira,,Morogoro,Malinyi Dc,Primary,
Madibira Chini,,Morogoro,Malinyi Dc,Primary,
Mahimbo,,Morogoro,Malinyi Dc,Primary,
Majiji,,Morogoro,Malinyi Dc,Primary,
Makerere,,Morogoro,Malinyi Dc,Primary,
Makugila,,Morogoro,Malinyi Dc,Primary,
Malinyi,,Morogoro,Malinyi Dc,Primary,
Manda Chini,,Morogoro,Malinyi Dc,Primary,
Manda Juu,,Morogoro,Malinyi Dc,Primary,
Mbalinyi,,Morogoro,Malinyi Dc,Primary,
Mchangani,,Morogoro,Malinyi Dc,Primary,
Mtimbira,,Morogoro,Malinyi Dc,Primary,
Mwembeni,,Morogoro,Malinyi Dc,Primary,
Nawigo,,Morogoro,Malinyi Dc,Primary,
Ngoheranga,,Morogoro,Malinyi Dc,Primary,
Ngombo,,Morogoro,Malinyi Dc,Primary,
Ngonwa,,Morogoro,Malinyi Dc,Primary,
Njiwa,,Morogoro,Malinyi Dc,Primary,
Salamiti,,Morogoro,Malinyi Dc,Primary,
Samia,,Morogoro,Malinyi Dc,Primary,
Sofi,,Morogoro,Malinyi Dc,Primary,
Tanga,,Morogoro,Malinyi Dc,Primary,
Amini,,Morogoro,Morogoro Dc,Primary,
Baga,,Morogoro,Morogoro Dc,Primary,
Bagilo,,Morogoro,Morogoro Dc,Primary,
Balani,,Morogoro,Morogoro Dc,Primary,
Bamba,,Morogoro,Morogoro Dc,Primary,
Bandasi,,Morogoro,Morogoro Dc,Primary,
Bondwa,,Morogoro,Morogoro Dc,Primary,
Bonye,,Morogoro,Morogoro Dc,Primary,
Bulugi,,Morogoro,Morogoro Dc,Primary,
Bungu,,Morogoro,Morogoro Dc,Primary,
Bwakira Chini,,Morogoro,Morogoro Dc,Primary,
Bwakira Juu,,Morogoro,Morogoro Dc,Primary,
Bwila,,Morogoro,Morogoro Dc,Primary,
Changa,,Morogoro,Morogoro Dc,Primary,
Chanyumbu,,Morogoro,Morogoro Dc,Primary,
Dakawa,,Morogoro,Morogoro Dc,Primary,
Dala,,Morogoro,Morogoro Dc,Primary,
Dete,,Morogoro,Morogoro Dc,Primary,
Dimilo,,Morogoro,Morogoro Dc,Primary,
Diovuva,,Morogoro,Morogoro Dc,Primary,
Duthumi,,Morogoro,Morogoro Dc,Primary,
Fatemi,,Morogoro,Morogoro Dc,Primary,
Fulwe,,Morogoro,Morogoro Dc,Primary,
Gezaulole,,Morogoro,Morogoro Dc,Primary,
Gozo,,Morogoro,Morogoro Dc,Primary,
Gwata,,Morogoro,Morogoro Dc,Primary,
Hewe,,Morogoro,Morogoro Dc,Primary,
Juhudi,,Morogoro,Morogoro Dc,Primary,
Kalundwa,,Morogoro,Morogoro Dc,Primary,
Kasanga,,Morogoro,Morogoro Dc,Primary,
Kibangile,,Morogoro,Morogoro Dc,Primary,
Kibogwa,,Morogoro,Morogoro Dc,Primary,
Kibuko Mkuyuni,,Morogoro,Morogoro Dc,Primary,
Kibuko Mwarazi,,Morogoro,Morogoro Dc,Primary,
Kibungo,,Morogoro,Morogoro Dc,Primary,
Kibungo Chini,,Morogoro,Morogoro Dc,Primary,
Kiburumo,,Morogoro,Morogoro Dc,Primary,
Kibwaya,,Morogoro,Morogoro Dc,Primary,
Kibwege,,Morogoro,Morogoro Dc,Primary,
Kichangani,,Morogoro,Morogoro Dc,Primary,
Kidege,,Morogoro,Morogoro Dc,Primary,
Kidodi,,Morogoro,Morogoro Dc,Primary,
Kidugalo,,Morogoro,Morogoro Dc,Primary,
Kidunda,,Morogoro,Morogoro Dc,Primary,
Kifindike,,Morogoro,Morogoro Dc,Primary,
Kiganila,,Morogoro,Morogoro Dc,Primary,
Kikundi Kijijini,,Morogoro,Morogoro Dc,Primary,
Kilengezi,,Morogoro,Morogoro Dc,Primary,
Kinole,,Morogoro,Morogoro Dc,Primary,
Kinonko,,Morogoro,Morogoro Dc,Primary,
Kiroka,,Morogoro,Morogoro Dc,Primary,
Kisaki Gomero,,Morogoro,Morogoro Dc,Primary,
Kisaki Kituoni,,Morogoro,Morogoro Dc,Primary,
Kisanga Stand,,Morogoro,Morogoro Dc,Primary,
Kisemo,,Morogoro,Morogoro Dc,Primary,
Kitengu,,Morogoro,Morogoro Dc,Primary,
Kitonga,,Morogoro,Morogoro Dc,Primary,
Kitungwa,,Morogoro,Morogoro Dc,Primary,
Kivuma,,Morogoro,Morogoro Dc,Primary,
Kiwege,,Morogoro,Morogoro Dc,Primary,
Kizagila,,Morogoro,Morogoro Dc,Primary,
Kizinga,,Morogoro,Morogoro Dc,Primary,
Kiziwa,,Morogoro,Morogoro Dc,Primary,
Kizuka,,Morogoro,Morogoro Dc,Primary,
Kolero,,Morogoro,Morogoro Dc,Primary,
Koloni,,Morogoro,Morogoro Dc,Primary,
Konde,,Morogoro,Morogoro Dc,Primary,
Kongwa,,Morogoro,Morogoro Dc,Primary,
Kumba,,Morogoro,Morogoro Dc,Primary,
Kungwe,,Morogoro,Morogoro Dc,Primary,
Kwaba,,Morogoro,Morogoro Dc,Primary,
Lanzi,,Morogoro,Morogoro Dc,Primary,
Logo,,Morogoro,Morogoro Dc,Primary,
Longwe,,Morogoro,Morogoro Dc,Primary,
Lubasazi,,Morogoro,Morogoro Dc,Primary,
Lubumu,,Morogoro,Morogoro Dc,Primary,
Lubwe,,Morogoro,Morogoro Dc,Primary,
Lugange,,Morogoro,Morogoro Dc,Primary,
Lugeni,,Morogoro,Morogoro Dc,Primary,
Luholole,,Morogoro,Morogoro Dc,Primary,
Lukange,,Morogoro,Morogoro Dc,Primary,
Lukenge,,Morogoro,Morogoro Dc,Primary,
Lukonde,,Morogoro,Morogoro Dc,Primary,
Lukose,,Morogoro,Morogoro Dc,Primary,
Lukulunge,,Morogoro,Morogoro Dc,Primary,
Lulongwe,,Morogoro,Morogoro Dc,Primary,
Lumba Chini,,Morogoro,Morogoro Dc,Primary,
Lumba Juu,,Morogoro,Morogoro Dc,Primary,
Lundi,,Morogoro,Morogoro Dc,Primary,
Lungala,,Morogoro,Morogoro Dc,Primary,
Lusange,,Morogoro,Morogoro Dc,Primary,
Madamu,,Morogoro,Morogoro Dc,Primary,
Magera,,Morogoro,Morogoro Dc,Primary,
Magogoni,,Morogoro,Morogoro Dc,Primary,
Majimoto,,Morogoro,Morogoro Dc,Primary,
Malani,,Morogoro,Morogoro Dc,Primary,
Mambani,,Morogoro,Morogoro Dc,Primary,
Maseyu,,Morogoro,Morogoro Dc,Primary,
Matambwe,,Morogoro,Morogoro Dc,Primary,
Matombo,,Morogoro,Morogoro Dc,Primary,
Matuli,,Morogoro,Morogoro Dc,Primary,
Mazizi,,Morogoro,Morogoro Dc,Primary,
Mbarangwe,,Morogoro,Morogoro Dc,Primary,
Mbehombeho,,Morogoro,Morogoro Dc,Primary,
Mbwade,,Morogoro,Morogoro Dc,Primary,
Mdokonyole,,Morogoro,Morogoro Dc,Primary,
Mfumbwe,,Morogoro,Morogoro Dc,Primary,
Mgama,,Morogoro,Morogoro Dc,Primary,
Mgata,,Morogoro,Morogoro Dc,Primary,
Mgozo,,Morogoro,Morogoro Dc,Primary,
Mifulu,,Morogoro,Morogoro Dc,Primary,
Mikese,,Morogoro,Morogoro Dc,Primary,
Milawilila,,Morogoro,Morogoro Dc,Primary,
Milengwelengwe,,Morogoro,Morogoro Dc,Primary,
Mkambarani,,Morogoro,Morogoro Dc,Primary,
Mkombozi,,Morogoro,Morogoro Dc,Primary,
Mkono Wa Mara,,Morogoro,Morogoro Dc,Primary,
Mkuyuni,,Morogoro,Morogoro Dc,Primary,
Mlilingwa,,Morogoro,Morogoro Dc,Primary,
Mlono,,Morogoro,Morogoro Dc,Primary,
Mngazi,,Morogoro,Morogoro Dc,Primary,
Mngazi B,,Morogoro,Morogoro Dc,Primary,
Mnguzi,,Morogoro,Morogoro Dc,Primary,
Msonge,,Morogoro,Morogoro Dc,Primary,
Mtamba,,Morogoro,Morogoro Dc,Primary,
Mtombozi,,Morogoro,Morogoro Dc,Primary,
Muhungamkola,,Morogoro,Morogoro Dc,Primary,
Muungano,,Morogoro,Morogoro Dc,Primary,
Mvuha,,Morogoro,Morogoro Dc,Primary,
Nemele,,Morogoro,Morogoro Dc,Primary,
Newland,,Morogoro,Morogoro Dc,Primary,
Ngerengere,,Morogoro,Morogoro Dc,Primary,
Ngongoro,,Morogoro,Morogoro Dc,Primary,
Ngweme,,Morogoro,Morogoro Dc,Primary,
Nige,,Morogoro,Morogoro Dc,Primary,
Njia Nne,,Morogoro,Morogoro Dc,Primary,
Ntala,,Morogoro,Morogoro Dc,Primary,
Nyachiro,,Morogoro,Morogoro Dc,Primary,
Nyambogo,,Morogoro,Morogoro Dc,Primary,
Nyamigadu,,Morogoro,Morogoro Dc,Primary,
Nyingwa,,Morogoro,Morogoro Dc,Primary,
Pangawe,,Morogoro,Morogoro Dc,Primary,
Sangasanga,,Morogoro,Morogoro Dc,Primary,
Seregete A,,Morogoro,Morogoro Dc,Primary,
Seregete B,,Morogoro,Morogoro Dc,Primary,
Sesenga,,Morogoro,Morogoro Dc,Primary,
Singisa,,Morogoro,Morogoro Dc,Primary,
Sinyaulime,,Morogoro,Morogoro Dc,Primary,
Sume,,Morogoro,Morogoro Dc,Primary,
Tambuu,,Morogoro,Morogoro Dc,Primary,
Tawa,,Morogoro,Morogoro Dc,Primary,
Tegetero,,Morogoro,Morogoro Dc,Primary,
Tulo,,Morogoro,Morogoro Dc,Primary,
Tununguo,,Morogoro,Morogoro Dc,Primary,
Ukwama,,Morogoro,Morogoro Dc,Primary,
Uponda,,Morogoro,Morogoro Dc,Primary,
Usungura,,Morogoro,Morogoro Dc,Primary,
Vihengere,,Morogoro,Morogoro Dc,Primary,
Visaraka,,Morogoro,Morogoro Dc,Primary,
Vuleni,,Morogoro,Morogoro Dc,Primary,
Zongomero,,Morogoro,Morogoro Dc,Primary,
Area Five,,Morogoro,Morogoro Mc,Primary,
Azimio,,Morogoro,Morogoro Mc,Primary,
Azimio B,,Morogoro,Morogoro Mc,Primary,
Bigwa,,Morogoro,Morogoro Mc,Primary,
Bungo,,Morogoro,Morogoro Mc,Primary,
Chamwino A,,Morogoro,Morogoro Mc,Primary,
